Team,win_percentage,season,Player 1 age,Player 1 player_height,Player 1 player_weight,Player 1 college,Player 1 country,Player 1 draft_year,Player 1 draft_round,Player 1 draft_number,Player 1 gp,Player 1 pts,Player 1 reb,Player 1 ast,Player 1 net_rating,Player 1 oreb_pct,Player 1 dreb_pct,Player 1 usg_pct,Player 1 ts_pct,Player 1 ast_pct,Player 2 age,Player 2 player_height,Player 2 player_weight,Player 2 college,Player 2 country,Player 2 draft_year,Player 2 draft_round,Player 2 draft_number,Player 2 gp,Player 2 pts,Player 2 reb,Player 2 ast,Player 2 net_rating,Player 2 oreb_pct,Player 2 dreb_pct,Player 2 usg_pct,Player 2 ts_pct,Player 2 ast_pct,Player 3 age,Player 3 player_height,Player 3 player_weight,Player 3 college,Player 3 country,Player 3 draft_year,Player 3 draft_round,Player 3 draft_number,Player 3 gp,Player 3 pts,Player 3 reb,Player 3 ast,Player 3 net_rating,Player 3 oreb_pct,Player 3 dreb_pct,Player 3 usg_pct,Player 3 ts_pct,Player 3 ast_pct,Player 4 age,Player 4 player_height,Player 4 player_weight,Player 4 college,Player 4 country,Player 4 draft_year,Player 4 draft_round,Player 4 draft_number,Player 4 gp,Player 4 pts,Player 4 reb,Player 4 ast,Player 4 net_rating,Player 4 oreb_pct,Player 4 dreb_pct,Player 4 usg_pct,Player 4 ts_pct,Player 4 ast_pct,Player 5 age,Player 5 player_height,Player 5 player_weight,Player 5 college,Player 5 country,Player 5 draft_year,Player 5 draft_round,Player 5 draft_number,Player 5 gp,Player 5 pts,Player 5 reb,Player 5 ast,Player 5 net_rating,Player 5 oreb_pct,Player 5 dreb_pct,Player 5 usg_pct,Player 5 ts_pct,Player 5 ast_pct
BOS,0.646,2016,28.0,175.26,83.91452,117,0,2011,2,60,76,28.9,2.7,5.9,5.0,0.019,0.07,0.337,0.625,0.305,26.0,187.96,81.64656,97,0,2010,1,19,55,16.3,6.1,2.2,1.2,0.04,0.161,0.218,0.5479999999999999,0.107,31.0,208.28,111.13004,2,8,2007,1,3,68,14.0,6.8,5.0,5.0,0.049,0.183,0.1989999999999999,0.5529999999999999,0.239,26.0,198.12,106.59412,27,0,2012,2,34,72,13.9,5.8,2.2,7.8,0.024,0.171,0.17,0.613,0.0969999999999999,23.0,193.04,99.79024,21,0,2014,1,6,79,10.6,3.9,4.6,2.5,0.036,0.107,0.185,0.486,0.226
CLE,0.622,2016,32.0,203.2,113.398,0,0,2003,1,1,74,26.4,8.6,8.7,7.7,0.04,0.209,0.297,0.619,0.3879999999999999,25.0,190.5,87.543256,32,47,2011,1,1,72,25.2,3.2,5.8,5.1,0.023,0.075,0.302,0.58,0.278,28.0,208.28,113.851592,3,0,2008,1,5,60,19.0,11.1,1.9,7.2,0.087,0.295,0.255,0.573,0.093,33.0,190.5,90.7184,61,0,2005,1,3,64,11.0,2.3,5.6,-2.8,0.009,0.096,0.2239999999999999,0.541,0.35,36.0,200.66,96.161504,149,0,2003,2,51,67,10.1,2.8,1.6,-4.9,0.005,0.114,0.151,0.635,0.093
LAC,0.622,2016,28.0,208.28,113.851592,69,0,2009,1,1,61,21.6,8.1,4.9,10.6,0.064,0.204,0.278,0.569,0.235,32.0,182.88,79.3786,62,0,2005,1,4,61,18.1,5.0,9.2,14.9,0.025,0.149,0.243,0.614,0.444,33.0,193.04,86.18248,32,0,2006,1,11,78,15.0,2.2,1.4,9.7,0.006,0.078,0.217,0.599,0.074,28.0,210.82,120.20188,200,0,2008,2,35,81,12.7,13.8,1.2,9.7,0.136,0.3429999999999999,0.153,0.6729999999999999,0.054,37.0,195.58,88.45044,18,0,2000,1,8,82,12.3,1.6,2.6,-1.7,0.009,0.0579999999999999,0.225,0.525,0.159
TOR,0.622,2016,27.0,200.66,99.79024,146,0,2009,1,9,74,27.3,5.2,3.9,3.3,0.03,0.134,0.342,0.552,0.204,31.0,182.88,92.98636,104,0,2006,1,24,60,22.4,4.8,7.0,8.2,0.024,0.121,0.249,0.623,0.293,27.0,208.28,106.59412,0,43,2008,1,24,79,14.8,6.8,0.9,-2.7,0.059,0.188,0.211,0.5660000000000001,0.05,25.0,213.36,115.66596,0,12,2011,1,5,80,12.0,9.5,0.7,2.5,0.124,0.297,0.195,0.601,0.043,25.0,190.5,86.18248,97,5,2011,1,29,80,9.3,2.9,3.3,2.0,0.0289999999999999,0.104,0.183,0.518,0.2
UTA,0.622,2016,27.0,203.2,102.511792,225,0,2010,1,9,73,21.9,5.4,3.5,7.1,0.023,0.152,0.276,0.595,0.179,31.0,190.5,85.275296,214,0,2008,1,26,49,16.9,3.4,4.2,8.6,0.017,0.105,0.236,0.599,0.2269999999999999,25.0,215.9,111.13004,0,1,2013,1,27,81,14.0,12.8,1.2,8.1,0.138,0.288,0.1669999999999999,0.6809999999999999,0.057,24.0,203.2,93.439952,32,0,2014,1,23,59,12.7,3.4,1.6,4.2,0.012,0.13,0.231,0.522,0.102,25.0,208.28,120.20188,9,0,2010,1,3,50,9.5,6.1,1.1,2.8,0.092,0.205,0.208,0.512,0.079
WAS,0.598,2016,26.0,193.04,95.25432,43,0,2010,1,1,78,23.1,4.2,10.7,3.9,0.023,0.105,0.302,0.541,0.45,24.0,195.58,93.893544,2,0,2012,1,3,77,23.1,3.1,3.5,5.6,0.022,0.078,0.263,0.604,0.154,27.0,208.28,111.13004,35,0,2011,1,13,76,14.0,6.5,1.7,3.9,0.051,0.18,0.204,0.54,0.076,28.0,203.2,102.0582,0,10,2011,2,31,81,13.7,3.4,1.4,-7.0,0.02,0.124,0.2239999999999999,0.585,0.086,24.0,203.2,89.811216,6,0,2013,1,3,80,13.4,6.4,1.5,3.1,0.05,0.172,0.149,0.628,0.066
OKC,0.573,2016,28.0,190.5,90.7184,3,0,2008,1,4,81,31.6,10.7,10.4,3.3,0.053,0.2789999999999999,0.408,0.5539999999999999,0.5429999999999999,25.0,193.04,95.25432,95,0,2013,1,2,67,15.9,4.3,2.6,2.5,0.019,0.123,0.213,0.534,0.122,25.0,210.82,111.13004,43,4,2011,1,3,72,14.3,6.7,0.9,-0.1,0.147,0.21,0.275,0.599,0.078,23.0,213.36,115.66596,70,32,2013,1,12,80,11.3,7.7,1.1,2.8,0.128,0.151,0.16,0.589,0.054,32.0,205.74,107.047712,146,0,2009,1,26,78,10.8,6.2,0.9,0.3,0.084,0.181,0.19,0.5429999999999999,0.057
ATL,0.524,2016,32.0,203.2,111.583632,16,0,2006,2,47,69,18.1,7.7,3.7,2.0,0.053,0.192,0.243,0.542,0.172,23.0,185.42,78.017824,0,13,2013,1,17,79,17.9,3.1,6.3,-2.0,0.019,0.088,0.276,0.5329999999999999,0.34,25.0,198.12,92.98636,18,0,2013,1,24,79,14.5,2.8,2.3,3.1,0.019,0.094,0.223,0.568,0.1369999999999999,31.0,210.82,120.20188,0,0,2004,1,1,74,13.5,12.7,1.4,-2.0,0.153,0.31,0.191,0.627,0.076,30.0,208.28,106.59412,0,4,2005,2,36,82,13.1,5.9,1.7,-0.9,0.059,0.184,0.22,0.546,0.107
MEM,0.524,2016,29.0,185.42,79.3786,15,0,2007,1,4,69,20.5,3.5,6.3,3.1,0.015,0.108,0.263,0.604,0.3289999999999999,32.0,215.9,115.66596,0,29,2007,2,48,74,19.5,6.3,4.6,1.4,0.027,0.19,0.267,0.5539999999999999,0.246,35.0,205.74,117.93392,11,0,2001,1,19,73,14.1,8.2,1.7,-1.1,0.113,0.28,0.285,0.49,0.131,35.0,193.04,96.615096,21,0,2004,1,25,71,9.1,5.5,1.4,1.2,0.095,0.139,0.181,0.493,0.083,27.0,205.74,102.965384,10,0,0,8,0,77,8.9,7.1,1.1,0.4,0.091,0.212,0.147,0.601,0.064
IND,0.512,2016,27.0,205.74,99.79024,98,0,2010,1,10,75,23.7,6.6,3.3,2.9,0.025,0.178,0.29,0.5870000000000001,0.157,29.0,187.96,84.368112,62,0,2009,1,19,82,15.3,4.0,7.8,1.2,0.0139999999999999,0.123,0.221,0.574,0.359,21.0,210.82,110.222856,97,0,2015,1,11,81,14.5,7.3,1.3,3.2,0.064,0.192,0.1969999999999999,0.585,0.065,29.0,203.2,100.243832,9,0,2007,1,12,74,11.0,6.1,1.6,2.5,0.067,0.152,0.165,0.562,0.0819999999999999,30.0,198.12,102.0582,0,0,2005,2,34,76,10.7,3.0,0.6,0.8,0.019,0.129,0.183,0.5920000000000001,0.0409999999999999
MIL,0.512,2016,22.0,210.82,100.697424,0,6,2013,1,15,80,22.9,8.8,5.4,1.5,0.0579999999999999,0.226,0.283,0.599,0.2689999999999999,22.0,203.2,113.398,32,0,2014,1,2,51,20.1,6.2,2.8,-2.5,0.053,0.151,0.26,0.563,0.1369999999999999,25.0,203.2,106.140528,200,0,2012,2,39,29,14.7,4.2,3.4,5.7,0.015,0.153,0.2319999999999999,0.57,0.175,27.0,210.82,120.20188,6,0,2010,1,7,81,11.7,6.6,2.3,3.7,0.1119999999999999,0.237,0.242,0.5720000000000001,0.165,25.0,205.74,115.66596,43,0,2012,1,18,54,10.8,5.7,1.1,-1.7,0.053,0.203,0.216,0.515,0.075
CHI,0.5,2016,27.0,200.66,104.779752,27,0,2011,1,30,76,23.9,6.2,5.5,3.0,0.05,0.131,0.265,0.586,0.243,35.0,193.04,99.79024,27,0,2003,1,5,60,18.3,4.5,3.8,-2.4,0.037,0.125,0.293,0.508,0.221,26.0,208.28,107.954896,0,41,2011,1,23,70,10.6,5.5,1.1,4.7,0.04,0.208,0.198,0.546,0.069,29.0,213.36,115.66596,59,0,2008,1,15,81,10.4,6.4,1.0,0.2,0.114,0.131,0.174,0.511,0.054,31.0,185.42,84.368112,43,0,2006,1,21,69,7.8,5.1,6.7,-2.1,0.043,0.1669999999999999,0.177,0.461,0.361
MIA,0.5,2016,31.0,190.5,86.18248,0,24,2008,2,45,73,20.3,3.8,5.8,0.6,0.0279999999999999,0.098,0.268,0.575,0.283,28.0,213.36,120.20188,173,0,2010,2,33,77,17.0,14.1,0.7,1.3,0.129,0.349,0.226,0.579,0.037,25.0,193.04,99.79024,8,0,2012,1,4,46,15.8,3.3,4.3,2.8,0.015,0.107,0.264,0.507,0.2339999999999999,25.0,193.04,84.368112,98,0,0,8,0,73,13.7,4.0,3.2,0.5,0.025,0.125,0.207,0.535,0.17,30.0,205.74,113.398,62,0,2009,1,16,76,12.8,4.9,3.6,2.6,0.035,0.163,0.2189999999999999,0.564,0.21
POR,0.5,2016,26.0,190.5,88.45044,118,0,2012,1,6,75,27.0,4.9,5.9,1.2,0.018,0.134,0.309,0.586,0.2769999999999999,25.0,190.5,86.18248,246,0,2013,1,10,80,23.0,3.6,3.6,1.2,0.024,0.09,0.2739999999999999,0.585,0.175,25.0,198.12,97.52228,7,0,2013,2,31,79,10.7,2.9,1.2,-2.8,0.009,0.105,0.149,0.602,0.063,22.0,213.36,127.00576,0,62,2014,1,16,65,10.2,7.2,1.9,-2.1,0.124,0.236,0.235,0.528,0.142,24.0,205.74,99.79024,52,0,2012,1,15,77,10.0,4.4,1.1,3.4,0.062,0.107,0.151,0.57,0.0559999999999999
DEN,0.488,2016,28.0,208.28,102.0582,0,50,2008,1,6,63,18.2,5.2,2.1,2.7,0.021,0.144,0.2,0.622,0.09,22.0,208.28,113.398,0,31,2014,2,41,73,16.7,9.8,4.9,5.1,0.119,0.272,0.2339999999999999,0.64,0.266,30.0,203.2,102.0582,74,0,2007,1,23,71,15.7,6.5,2.0,-1.7,0.052,0.178,0.221,0.545,0.0969999999999999,22.0,193.04,95.25432,11,0,2014,1,19,57,14.9,3.1,2.9,1.0,0.031,0.083,0.185,0.611,0.129,26.0,198.12,79.3786,84,0,2012,2,40,60,13.7,4.3,3.4,-2.9,0.037,0.132,0.211,0.547,0.185
DET,0.451,2016,24.0,205.74,106.59412,105,0,2011,1,19,82,16.1,5.1,1.7,-1.3,0.026,0.155,0.218,0.568,0.087,27.0,190.5,94.347136,50,0,2011,1,24,52,14.5,2.2,5.2,-8.8,0.015,0.077,0.264,0.51,0.306,27.0,205.74,106.59412,35,0,2011,1,14,79,14.0,4.6,2.0,-2.8,0.031,0.127,0.2019999999999999,0.508,0.095,24.0,195.58,92.98636,19,0,2013,1,8,76,13.8,3.3,2.5,-4.0,0.022,0.087,0.191,0.519,0.111,23.0,210.82,126.552168,45,0,2012,1,9,81,13.6,13.8,1.1,-6.3,0.146,0.373,0.2239999999999999,0.518,0.06
CHA,0.439,2016,27.0,185.42,83.46092800000001,45,0,2011,1,9,79,23.2,3.9,5.5,3.6,0.018,0.107,0.291,0.569,0.282,28.0,203.2,90.7184,0,1,2008,1,25,77,15.1,6.2,5.9,1.3,0.019,0.184,0.221,0.529,0.273,24.0,213.36,108.86208,54,0,2015,1,9,75,11.7,4.5,2.2,0.9,0.033,0.158,0.22,0.502,0.131,31.0,205.74,107.501304,4,0,2005,1,2,76,11.2,6.6,1.4,-0.5,0.042,0.2019999999999999,0.163,0.551,0.072,31.0,195.58,95.25432,0,50,2007,1,18,74,10.5,2.4,2.0,-0.1,0.009,0.104,0.193,0.5660000000000001,0.131
NOP,0.415,2016,24.0,210.82,114.758776,43,0,2012,1,1,75,28.0,11.8,2.1,1.7,0.067,0.2689999999999999,0.326,0.58,0.11,26.0,210.82,122.46984,43,0,2010,1,5,72,27.0,11.0,4.6,-2.2,0.072,0.305,0.364,0.562,0.262,27.0,193.04,92.98636,3,0,2009,1,17,67,15.4,3.9,7.3,0.9,0.022,0.103,0.235,0.532,0.355,28.0,195.58,88.45044,12,0,2010,1,27,19,14.1,1.8,3.0,0.2,0.01,0.077,0.259,0.5820000000000001,0.192,28.0,193.04,86.636072,33,0,2011,2,55,73,9.6,2.1,2.2,-2.4,0.019,0.07,0.174,0.537,0.138
DAL,0.402,2016,25.0,203.2,102.0582,4,0,2012,1,7,79,19.2,5.0,1.5,-2.1,0.037,0.132,0.255,0.541,0.076,39.0,213.36,111.13004,0,13,1998,1,9,54,14.2,6.5,1.5,-1.7,0.018,0.267,0.255,0.529,0.099,30.0,195.58,99.79024,27,0,0,8,0,73,13.5,3.5,2.9,-3.5,0.008,0.1169999999999999,0.196,0.5329999999999999,0.138,26.0,187.96,83.91452,32,0,0,8,0,70,12.8,2.6,2.7,-0.7,0.0139999999999999,0.095,0.1969999999999999,0.601,0.159,33.0,182.88,83.91452,207,16,0,8,0,35,10.9,2.4,5.5,1.8,0.013,0.1169999999999999,0.261,0.521,0.421
SAC,0.39,2016,30.0,203.2,104.32616,45,0,2006,1,8,30,18.7,6.3,2.8,1.7,0.039,0.176,0.251,0.5589999999999999,0.14,29.0,182.88,79.3786,3,0,2009,1,21,68,13.2,2.2,4.6,-4.2,0.013,0.074,0.2,0.57,0.243,23.0,193.04,97.068688,69,66,2016,1,6,82,10.6,3.3,1.5,-5.5,0.02,0.134,0.214,0.541,0.1009999999999999,27.0,198.12,99.79024,84,0,2009,1,4,40,10.3,3.4,3.1,-8.6,0.017,0.178,0.27,0.501,0.281,29.0,180.34,88.45044,4,0,2009,1,18,69,9.9,2.6,4.8,-4.2,0.0289999999999999,0.087,0.193,0.551,0.3
MIN,0.378,2016,21.0,213.36,110.676448,43,0,2015,1,1,82,25.1,12.3,2.7,-0.9,0.114,0.2769999999999999,0.2739999999999999,0.618,0.127,22.0,203.2,90.264808,35,5,2014,1,1,82,23.6,4.0,2.3,-0.5,0.039,0.087,0.288,0.534,0.104,22.0,195.58,83.91452,3,0,2014,1,13,47,18.9,3.4,3.0,-3.6,0.012,0.098,0.218,0.5760000000000001,0.128,26.0,193.04,86.18248,0,29,2009,1,5,75,11.1,4.1,9.1,-1.0,0.032,0.1119999999999999,0.174,0.539,0.385,27.0,210.82,108.86208,41,9,2013,1,21,82,10.0,7.9,1.9,0.2,0.0819999999999999,0.2019999999999999,0.141,0.555,0.086
NYK,0.378,2016,33.0,203.2,108.86208,8,0,2003,1,3,74,22.4,5.9,2.9,-5.0,0.026,0.16,0.29,0.535,0.141,21.0,220.98,108.86208,0,44,2015,1,4,66,18.1,7.2,1.5,-3.1,0.0559999999999999,0.177,0.244,0.546,0.073,28.0,190.5,86.18248,84,0,2008,1,1,64,18.0,3.8,4.4,-3.9,0.034,0.092,0.256,0.53,0.216,31.0,195.58,90.7184,216,0,2008,1,22,77,10.8,3.4,2.3,-4.9,0.023,0.092,0.145,0.5589999999999999,0.104,23.0,210.82,108.86208,0,29,2015,2,35,72,8.2,7.0,1.3,-2.8,0.142,0.263,0.2019999999999999,0.564,0.1159999999999999
ORL,0.354,2016,24.0,200.66,92.98636,0,1,2012,1,20,68,17.2,3.1,3.0,-4.9,0.021,0.081,0.233,0.555,0.144,26.0,213.36,117.93392,146,41,2011,1,16,75,14.6,10.4,2.8,-3.6,0.086,0.306,0.243,0.498,0.157,23.0,193.04,83.91452,199,0,2014,1,10,82,12.8,4.7,6.5,-2.7,0.039,0.136,0.213,0.52,0.3289999999999999,21.0,205.74,99.79024,13,0,2014,1,4,80,12.7,5.1,1.9,-2.8,0.054,0.141,0.2,0.53,0.0969999999999999,26.0,200.66,88.45044,117,0,2012,1,8,78,11.0,2.6,1.1,3.4,0.01,0.108,0.1889999999999999,0.55,0.066
PHI,0.341,2016,23.0,213.36,113.398,35,53,2014,1,3,31,20.2,7.8,2.1,3.2,0.092,0.247,0.363,0.584,0.174,26.0,205.74,97.52228,96,0,0,8,0,67,12.9,6.5,1.5,-3.5,0.047,0.177,0.19,0.534,0.075,23.0,208.28,101.151016,0,10,2014,1,12,81,12.8,6.3,2.2,-7.2,0.059,0.207,0.244,0.508,0.145,21.0,210.82,124.7378,32,0,2015,1,3,50,11.8,4.8,1.2,-14.5,0.075,0.163,0.247,0.546,0.0969999999999999,28.0,190.5,90.7184,13,0,2008,1,11,3,11.0,4.0,4.3,-12.9,0.047,0.127,0.284,0.4529999999999999,0.361
LAL,0.317,2016,21.0,195.58,88.45044,15,0,2015,1,2,63,15.6,3.5,4.8,-8.7,0.018,0.12,0.267,0.518,0.2689999999999999,25.0,195.58,87.996848,76,0,2014,2,46,82,14.7,3.0,2.6,-8.9,0.022,0.093,0.2319999999999999,0.526,0.143,32.0,200.66,95.25432,146,0,2007,1,16,60,13.2,2.3,1.0,-6.9,0.017,0.081,0.195,0.588,0.057,22.0,205.74,113.398,43,0,2014,1,7,74,13.2,8.6,3.6,-10.2,0.074,0.254,0.215,0.5429999999999999,0.195,19.0,205.74,86.18248,32,0,2016,1,2,79,9.4,4.0,2.1,-8.0,0.0279999999999999,0.128,0.1689999999999999,0.474,0.105
PHX,0.293,2016,20.0,198.12,93.439952,43,0,2015,1,13,78,22.1,3.2,3.4,-4.4,0.018,0.0819999999999999,0.284,0.531,0.16,27.0,185.42,92.98636,43,0,2010,1,18,66,21.1,4.8,6.3,-4.1,0.025,0.139,0.28,0.563,0.309,23.0,203.2,102.0582,126,0,2014,1,14,66,14.4,5.1,1.1,-6.8,0.064,0.1159999999999999,0.19,0.539,0.0559999999999999,25.0,190.5,88.45044,43,0,2011,1,8,54,11.0,2.2,2.4,-12.1,0.023,0.094,0.253,0.502,0.1939999999999999,19.0,208.28,105.68693600000002,117,0,2016,1,8,82,9.2,4.2,0.7,-10.8,0.0579999999999999,0.1639999999999999,0.196,0.529,0.051
BKN,0.244,2016,29.0,213.36,121.562656,59,0,2008,1,10,75,20.5,5.4,2.3,-4.2,0.0579999999999999,0.13,0.29,0.578,0.143,28.0,190.5,90.7184,227,0,0,8,0,36,14.5,3.8,5.1,-2.9,0.013,0.146,0.259,0.5660000000000001,0.3379999999999999,27.0,193.04,99.336648,60,0,0,8,0,70,13.1,4.0,2.2,-6.4,0.0139999999999999,0.153,0.237,0.546,0.147,29.0,203.2,103.418976,30,0,2010,1,23,71,10.0,8.0,1.9,-7.9,0.089,0.251,0.188,0.5539999999999999,0.131,22.0,200.66,97.068688,13,0,2015,1,23,78,8.7,5.8,2.0,-4.7,0.0579999999999999,0.21,0.187,0.517,0.135
GSW,0.89,2015,28.0,190.5,86.18248,174,0,2009,1,7,79,30.1,5.4,6.7,18.3,0.0289999999999999,0.131,0.32,0.669,0.315,26.0,200.66,97.52228,161,0,2011,1,11,80,22.1,3.8,2.1,15.7,0.015,0.1,0.264,0.597,0.094,26.0,200.66,104.32616,11,0,2012,2,35,81,14.0,9.5,7.4,18.9,0.0559999999999999,0.222,0.186,0.5870000000000001,0.2769999999999999,24.0,203.2,102.0582,4,0,2012,1,7,66,11.7,4.9,1.8,10.5,0.043,0.127,0.159,0.5589999999999999,0.077,28.0,208.28,115.66596,2,0,2008,1,16,72,7.1,3.3,0.8,1.7,0.1009999999999999,0.205,0.302,0.506,0.126
SAS,0.817,2015,25.0,200.66,104.32616,197,0,2011,1,15,72,21.2,6.8,2.6,14.3,0.046,0.182,0.258,0.616,0.128,30.0,210.82,108.86208,97,0,2006,1,2,74,18.0,8.5,1.5,12.0,0.091,0.222,0.26,0.565,0.081,34.0,187.96,83.91452,0,1,2001,1,28,72,11.9,2.4,5.3,10.6,0.01,0.089,0.214,0.546,0.294,38.0,198.12,92.98636,0,23,1999,2,57,58,9.6,2.5,3.1,14.9,0.0279999999999999,0.115,0.231,0.573,0.2339999999999999,33.0,200.66,90.264808,185,0,2004,1,26,55,9.3,2.0,1.1,-5.4,0.0139999999999999,0.102,0.222,0.52,0.089
CLE,0.695,2015,31.0,203.2,113.398,0,0,2003,1,1,76,25.3,7.4,6.8,11.0,0.047,0.187,0.311,0.588,0.3389999999999999,24.0,190.5,87.543256,32,47,2011,1,1,53,19.6,3.0,4.7,5.7,0.03,0.078,0.293,0.54,0.253,27.0,208.28,113.851592,3,0,2008,1,5,77,16.0,9.9,2.4,8.4,0.071,0.287,0.235,0.5529999999999999,0.119,35.0,198.12,102.0582,32,0,2003,1,20,1,13.0,5.0,2.0,-6.1,0.0279999999999999,0.114,0.157,0.4639999999999999,0.067,30.0,198.12,102.0582,0,0,2004,1,18,77,12.4,2.8,1.7,6.1,0.02,0.084,0.178,0.542,0.0819999999999999
TOR,0.683,2015,26.0,200.66,99.79024,146,0,2009,1,9,78,23.5,4.5,4.0,3.0,0.027,0.1159999999999999,0.297,0.55,0.208,30.0,182.88,92.98636,104,0,2006,1,24,77,21.2,4.7,6.4,6.0,0.023,0.124,0.26,0.578,0.293,24.0,213.36,115.66596,0,12,2011,1,5,60,12.8,9.1,0.7,3.0,0.142,0.273,0.207,0.61,0.045,29.0,203.2,96.161504,76,0,2009,1,27,26,11.0,4.7,1.0,2.7,0.043,0.134,0.179,0.49,0.0559999999999999,25.0,200.66,88.45044,117,0,2012,1,8,73,9.9,2.5,0.8,5.7,0.0139999999999999,0.104,0.183,0.551,0.053
OKC,0.671,2015,27.0,205.74,108.86208,97,0,2007,1,2,72,28.2,8.2,5.0,11.2,0.021,0.209,0.305,0.634,0.23,27.0,190.5,90.7184,3,0,2008,1,4,80,23.5,7.8,10.4,10.8,0.061,0.178,0.313,0.5539999999999999,0.4679999999999999,24.0,210.82,111.13004,43,4,2011,1,3,82,12.7,8.1,0.4,2.7,0.168,0.256,0.2339999999999999,0.626,0.032,26.0,208.28,111.13004,0,43,2008,1,24,78,12.6,6.8,0.8,9.9,0.065,0.16,0.176,0.5329999999999999,0.037,24.0,193.04,99.79024,8,0,2012,1,4,78,9.8,2.6,2.0,3.7,0.019,0.0819999999999999,0.176,0.492,0.103
LAC,0.646,2015,27.0,208.28,113.851592,69,0,2009,1,1,35,21.4,8.4,4.9,7.9,0.048,0.221,0.292,0.544,0.258,31.0,182.88,79.3786,62,0,2005,1,4,74,19.5,4.2,10.0,11.9,0.018,0.119,0.2689999999999999,0.575,0.493,32.0,193.04,86.18248,32,0,2006,1,11,75,16.3,1.9,1.4,12.1,0.005,0.065,0.2239999999999999,0.632,0.08,36.0,195.58,88.45044,18,0,2000,1,8,79,14.2,1.8,2.3,2.3,0.01,0.066,0.246,0.529,0.145,27.0,210.82,120.20188,200,0,2008,2,35,77,12.7,13.8,1.2,10.2,0.115,0.321,0.154,0.628,0.051
ATL,0.585,2015,31.0,203.2,111.583632,16,0,2006,2,47,81,17.1,9.0,3.3,4.0,0.083,0.213,0.24,0.556,0.162,28.0,187.96,84.368112,62,0,2009,1,19,79,15.7,2.7,5.9,1.5,0.016,0.083,0.263,0.551,0.341,30.0,208.28,111.13004,2,8,2007,1,3,82,15.2,7.3,3.2,4.9,0.062,0.18,0.206,0.565,0.165,26.0,195.58,91.171992,92,0,0,8,0,75,11.6,5.1,2.3,3.2,0.015,0.176,0.1989999999999999,0.551,0.127,22.0,185.42,78.017824,0,13,2013,1,17,80,11.0,2.6,4.4,7.8,0.018,0.123,0.293,0.51,0.368
BOS,0.585,2015,27.0,175.26,83.91452,117,0,2011,2,60,82,22.2,3.0,6.2,3.7,0.018,0.08,0.293,0.562,0.312,25.0,187.96,81.64656,97,0,2010,1,19,76,15.2,2.9,2.1,4.2,0.02,0.073,0.2,0.5379999999999999,0.095,25.0,198.12,106.59412,27,0,2012,2,34,73,14.2,5.1,1.8,4.5,0.031,0.141,0.184,0.565,0.087,27.0,200.66,99.79024,15,0,2010,1,2,81,10.5,4.9,4.4,1.8,0.023,0.165,0.187,0.513,0.247,24.0,205.74,117.93392,15,0,2012,1,21,81,10.3,8.3,2.3,4.3,0.106,0.271,0.218,0.476,0.148
CHA,0.585,2015,26.0,185.42,83.46092800000001,45,0,2011,1,9,81,20.9,4.4,5.2,4.2,0.021,0.1159999999999999,0.265,0.5539999999999999,0.253,27.0,203.2,90.7184,0,1,2008,1,25,70,14.9,6.1,5.8,4.8,0.025,0.166,0.215,0.546,0.262,22.0,200.66,105.233344,43,0,2012,1,2,7,12.7,6.4,1.3,15.2,0.065,0.16,0.179,0.603,0.069,31.0,208.28,131.088088,0,0,2004,1,15,47,12.0,6.4,1.5,3.7,0.0559999999999999,0.244,0.245,0.507,0.114,30.0,205.74,107.501304,4,0,2005,1,2,81,11.7,6.4,1.4,5.2,0.059,0.187,0.1689999999999999,0.585,0.074
MIA,0.585,2015,32.0,210.82,106.59412,9,0,2003,1,4,53,19.1,7.4,2.4,1.7,0.032,0.211,0.253,0.5710000000000001,0.129,34.0,193.04,99.79024,27,0,2003,1,5,74,19.0,4.1,4.6,1.0,0.042,0.108,0.315,0.517,0.267,27.0,213.36,120.20188,173,0,2010,2,33,73,14.2,11.8,0.4,3.0,0.13,0.316,0.205,0.629,0.022,30.0,190.5,86.18248,0,24,2008,2,45,72,14.1,3.8,5.8,4.1,0.026,0.1009999999999999,0.215,0.537,0.276,31.0,205.74,99.79024,32,42,2004,1,7,74,12.3,6.0,1.9,1.3,0.052,0.155,0.171,0.5489999999999999,0.087
IND,0.549,2015,26.0,205.74,99.79024,98,0,2010,1,10,81,23.1,7.0,4.1,3.3,0.031,0.187,0.301,0.557,0.203,30.0,190.5,83.91452,0,0,2005,2,40,81,13.8,3.3,4.7,2.5,0.017,0.091,0.21,0.504,0.222,30.0,190.5,85.275296,214,0,2008,1,26,74,12.1,4.0,3.5,2.5,0.026,0.105,0.16,0.555,0.157,29.0,198.12,104.779752,0,0,2005,2,34,64,11.8,2.7,1.0,-0.5,0.019,0.1119999999999999,0.225,0.547,0.069,20.0,210.82,110.222856,97,0,2015,1,11,60,10.3,5.5,0.7,-1.3,0.054,0.207,0.211,0.531,0.05
