Team,win_percentage,season,Player 1 age,Player 1 player_height,Player 1 player_weight,Player 1 college,Player 1 country,Player 1 draft_year,Player 1 draft_round,Player 1 draft_number,Player 1 gp,Player 1 pts,Player 1 reb,Player 1 ast,Player 1 net_rating,Player 1 oreb_pct,Player 1 dreb_pct,Player 1 usg_pct,Player 1 ts_pct,Player 1 ast_pct,Player 2 age,Player 2 player_height,Player 2 player_weight,Player 2 college,Player 2 country,Player 2 draft_year,Player 2 draft_round,Player 2 draft_number,Player 2 gp,Player 2 pts,Player 2 reb,Player 2 ast,Player 2 net_rating,Player 2 oreb_pct,Player 2 dreb_pct,Player 2 usg_pct,Player 2 ts_pct,Player 2 ast_pct,Player 3 age,Player 3 player_height,Player 3 player_weight,Player 3 college,Player 3 country,Player 3 draft_year,Player 3 draft_round,Player 3 draft_number,Player 3 gp,Player 3 pts,Player 3 reb,Player 3 ast,Player 3 net_rating,Player 3 oreb_pct,Player 3 dreb_pct,Player 3 usg_pct,Player 3 ts_pct,Player 3 ast_pct,Player 4 age,Player 4 player_height,Player 4 player_weight,Player 4 college,Player 4 country,Player 4 draft_year,Player 4 draft_round,Player 4 draft_number,Player 4 gp,Player 4 pts,Player 4 reb,Player 4 ast,Player 4 net_rating,Player 4 oreb_pct,Player 4 dreb_pct,Player 4 usg_pct,Player 4 ts_pct,Player 4 ast_pct,Player 5 age,Player 5 player_height,Player 5 player_weight,Player 5 college,Player 5 country,Player 5 draft_year,Player 5 draft_round,Player 5 draft_number,Player 5 gp,Player 5 pts,Player 5 reb,Player 5 ast,Player 5 net_rating,Player 5 oreb_pct,Player 5 dreb_pct,Player 5 usg_pct,Player 5 ts_pct,Player 5 ast_pct
NJN,0.333,2011,28.0,190.5,94.800728,61,0,2005,1,3,55,21.0,3.3,8.7,-6.2,0.013,0.096,0.299,0.527,0.4579999999999999,24.0,213.36,120.20188,59,0,2008,1,10,5,19.2,3.6,1.2,-12.1,0.063,0.08,0.317,0.527,0.094,27.0,205.74,106.59412,25,0,2004,1,14,62,13.8,11.0,1.5,-5.1,0.126,0.242,0.193,0.539,0.073,29.0,200.66,99.79024,10,0,2001,1,25,58,13.8,6.7,2.8,2.7,0.047,0.165,0.185,0.547,0.129,26.0,203.2,90.7184,0,0,2005,1,18,31,12.9,3.5,1.1,-1.1,0.022,0.136,0.2319999999999999,0.574,0.077
SAC,0.333,2011,25.0,193.04,92.98636,46,0,2009,2,43,51,18.7,3.7,1.9,-5.8,0.049,0.069,0.228,0.544,0.091,21.0,210.82,122.46984,43,0,2010,1,5,64,18.1,11.0,1.6,-5.1,0.141,0.261,0.289,0.499,0.092,22.0,198.12,99.79024,84,0,2009,1,4,63,16.5,4.6,4.5,-6.7,0.032,0.121,0.238,0.512,0.2189999999999999,23.0,175.26,83.91452,117,0,2011,2,60,65,11.5,2.6,4.1,-2.7,0.031,0.085,0.196,0.574,0.246,25.0,210.82,113.398,213,0,2008,1,12,64,9.1,6.9,1.2,-3.7,0.108,0.1989999999999999,0.153,0.5579999999999999,0.07
CLE,0.318,2011,20.0,190.5,86.636072,32,47,2011,1,1,51,18.5,3.7,5.4,-5.6,0.031,0.1119999999999999,0.281,0.5660000000000001,0.324,36.0,205.74,106.59412,4,0,1998,1,4,65,17.2,6.3,2.0,-7.8,0.061,0.158,0.258,0.481,0.11,29.0,210.82,117.93392,0,35,2004,2,30,25,10.8,11.5,1.7,-1.7,0.152,0.273,0.166,0.542,0.086,25.0,198.12,99.336648,10,0,0,8,0,63,10.6,5.1,1.8,-6.1,0.061,0.142,0.187,0.516,0.109,21.0,205.74,102.965384,97,5,2011,1,4,60,8.2,6.5,0.5,-11.6,0.144,0.166,0.192,0.469,0.035
NOH,0.318,2011,23.0,190.5,97.52228,95,0,2008,1,7,9,20.6,2.8,3.4,5.2,0.008,0.088,0.289,0.5489999999999999,0.172,28.0,190.5,89.357624,9,0,2005,1,22,45,15.6,3.9,6.3,-9.0,0.017,0.119,0.23,0.54,0.342,30.0,213.36,120.20188,124,0,2003,1,6,47,13.1,7.7,2.1,-2.6,0.08,0.231,0.265,0.478,0.134,28.0,205.74,112.490816,33,0,2007,2,31,41,12.5,5.2,0.9,-3.8,0.095,0.17,0.241,0.5770000000000001,0.071,26.0,195.58,88.45044,0,50,2007,1,18,66,11.8,2.6,1.5,-6.4,0.012,0.09,0.195,0.525,0.088
WAS,0.303,2011,21.0,193.04,88.45044,43,0,2010,1,1,66,16.3,4.5,8.0,-6.8,0.022,0.119,0.245,0.502,0.362,23.0,193.04,88.45044,12,0,2010,1,27,64,14.7,2.6,3.0,-9.1,0.0279999999999999,0.0819999999999999,0.2789999999999999,0.488,0.188,29.0,210.82,113.398,0,35,2002,1,7,39,13.7,7.5,2.1,2.6,0.069,0.236,0.231,0.573,0.123,27.0,200.66,99.79024,65,0,0,8,0,17,9.3,3.4,0.6,3.1,0.037,0.135,0.183,0.555,0.0409999999999999,25.0,210.82,117.93392,0,0,2005,2,49,26,8.5,5.8,1.1,-13.0,0.07,0.216,0.217,0.415,0.076
CHA,0.106,2011,24.0,195.58,97.52228,32,0,2009,1,12,55,15.1,4.1,2.3,-14.1,0.039,0.104,0.228,0.511,0.13,32.0,198.12,102.0582,32,0,1999,1,13,32,15.0,3.9,1.2,-15.7,0.025,0.138,0.267,0.517,0.0819999999999999,22.0,185.42,83.46092800000001,45,0,2011,1,9,66,12.1,3.5,4.4,-15.1,0.018,0.136,0.253,0.4639999999999999,0.307,24.0,182.88,81.64656,97,0,2008,1,9,48,11.1,2.3,6.4,-14.9,0.019,0.07,0.211,0.493,0.37,23.0,213.36,124.7378,15,0,2009,1,24,65,9.3,5.0,0.9,-12.9,0.074,0.186,0.225,0.473,0.073
CHI,0.756,2010,22.0,190.5,86.18248,84,0,2008,1,1,81,25.0,4.1,7.7,8.3,0.032,0.093,0.319,0.55,0.372,29.0,205.74,120.655472,32,0,2002,2,34,59,17.5,9.6,2.5,6.5,0.086,0.27,0.27,0.542,0.1369999999999999,26.0,205.74,99.79024,32,42,2004,1,7,82,17.4,5.8,2.8,8.3,0.043,0.126,0.208,0.5489999999999999,0.119,26.0,210.82,105.233344,2,0,2007,1,9,48,11.7,10.4,2.2,5.8,0.1369999999999999,0.2269999999999999,0.165,0.579,0.105,30.0,200.66,96.161504,149,0,2003,2,51,82,8.3,1.8,1.5,8.6,0.009,0.096,0.182,0.5720000000000001,0.121
SAS,0.744,2010,29.0,187.96,83.91452,0,1,2001,1,28,78,17.5,3.1,6.6,6.5,0.0139999999999999,0.092,0.254,0.569,0.345,33.0,198.12,92.98636,0,23,1999,2,57,80,17.4,3.7,4.9,11.5,0.021,0.1169999999999999,0.256,0.581,0.249,35.0,210.82,115.66596,62,18,1997,1,1,76,13.4,8.9,2.7,10.1,0.093,0.26,0.226,0.537,0.15,25.0,187.96,81.64656,214,0,2008,1,26,76,11.6,2.6,2.5,7.3,0.0139999999999999,0.093,0.185,0.588,0.142,31.0,200.66,104.32616,13,0,2001,1,13,81,11.0,3.8,1.3,6.4,0.026,0.1169999999999999,0.154,0.612,0.064
MIA,0.707,2010,26.0,203.2,113.398,0,0,2003,1,1,79,26.7,7.5,7.0,10.5,0.033,0.184,0.312,0.594,0.3429999999999999,29.0,193.04,99.79024,27,0,2003,1,5,76,25.5,6.4,4.6,10.6,0.055,0.143,0.313,0.581,0.223,27.0,210.82,106.59412,9,0,2003,1,4,77,18.7,8.3,1.9,11.4,0.064,0.1989999999999999,0.2339999999999999,0.569,0.086,33.0,187.96,88.45044,13,0,1998,1,2,80,8.6,2.4,3.3,3.3,0.009,0.092,0.146,0.57,0.173,31.0,203.2,106.59412,2,0,0,8,0,13,8.0,8.2,0.5,9.3,0.1,0.253,0.146,0.5489999999999999,0.0289999999999999
DAL,0.695,2010,33.0,213.36,111.13004,0,13,1998,1,9,73,23.0,7.0,2.6,11.0,0.025,0.203,0.282,0.612,0.136,33.0,187.96,81.64656,13,0,1999,1,10,82,15.8,1.9,4.1,6.4,0.011,0.057,0.245,0.545,0.223,31.0,200.66,103.418976,45,0,2002,1,10,29,15.0,4.1,1.6,8.8,0.031,0.119,0.255,0.523,0.091,33.0,200.66,103.418976,28,0,1999,1,9,80,12.5,6.9,1.4,1.2,0.09,0.1939999999999999,0.214,0.551,0.084,28.0,215.9,106.59412,0,0,2001,1,2,74,10.1,9.4,0.4,8.2,0.123,0.254,0.142,0.6970000000000001,0.024
LAL,0.695,2010,32.0,198.12,92.98636,0,0,1996,1,13,82,25.3,5.1,4.7,7.7,0.035,0.135,0.35,0.5479999999999999,0.258,30.0,213.36,113.398,0,29,2001,1,3,82,18.8,10.2,3.3,8.5,0.103,0.205,0.217,0.589,0.148,31.0,208.28,104.32616,72,0,1999,1,4,82,14.4,8.7,3.0,7.6,0.079,0.223,0.198,0.589,0.154,23.0,213.36,129.27372,0,0,2005,1,10,54,11.3,9.4,1.4,7.1,0.133,0.252,0.18,0.606,0.079,25.0,193.04,95.25432,11,0,2006,1,25,82,8.7,1.9,1.2,4.0,0.026,0.083,0.222,0.518,0.107
BOS,0.683,2010,33.0,200.66,106.59412,35,0,1998,1,10,80,18.9,5.4,3.3,11.3,0.016,0.161,0.239,0.62,0.152,35.0,195.58,92.98636,45,0,1996,1,5,80,16.5,3.4,2.7,8.1,0.023,0.09,0.198,0.615,0.122,35.0,210.82,114.758776,0,0,1995,1,5,71,14.9,8.9,2.4,13.1,0.049,0.2769999999999999,0.221,0.575,0.127,24.0,205.74,106.59412,6,0,2007,1,5,75,13.3,4.8,1.4,1.3,0.037,0.138,0.195,0.5379999999999999,0.075,25.0,205.74,131.088088,46,0,2007,2,35,78,11.7,5.4,1.2,3.6,0.057,0.1669999999999999,0.212,0.499,0.069
OKC,0.671,2010,22.0,205.74,104.32616,97,0,2007,1,2,78,27.7,6.8,2.7,4.7,0.023,0.174,0.302,0.589,0.127,22.0,190.5,84.821704,3,0,2008,1,4,82,21.9,4.6,8.2,3.0,0.051,0.102,0.312,0.5379999999999999,0.422,21.0,195.58,99.79024,49,0,2009,1,3,82,12.2,3.1,2.1,5.7,0.024,0.11,0.1969999999999999,0.598,0.136,21.0,208.28,106.59412,0,43,2008,1,24,82,9.9,7.6,0.3,4.0,0.118,0.206,0.158,0.579,0.016,33.0,208.28,113.398,43,0,1998,1,29,75,7.1,4.9,0.3,0.7,0.133,0.212,0.206,0.5379999999999999,0.031
ORL,0.634,2010,25.0,210.82,120.20188,0,0,2004,1,1,78,22.9,14.1,1.4,8.6,0.128,0.301,0.272,0.616,0.067,30.0,198.12,102.0582,11,0,2001,1,5,80,15.6,4.1,1.8,5.3,0.0289999999999999,0.11,0.204,0.555,0.087,29.0,182.88,86.18248,190,0,2004,1,20,76,13.1,3.0,6.0,7.5,0.019,0.092,0.221,0.5479999999999999,0.324,26.0,203.2,113.398,46,0,2005,2,33,76,11.2,5.6,0.8,6.4,0.083,0.17,0.2019999999999999,0.5710000000000001,0.051,32.0,208.28,99.79024,0,4,2000,1,16,81,10.8,4.4,4.2,6.4,0.021,0.14,0.168,0.555,0.207
DEN,0.61,2010,22.0,208.28,102.0582,0,50,2008,1,6,62,15.6,4.9,1.7,2.1,0.033,0.133,0.19,0.597,0.074,27.0,185.42,92.98636,4,0,2005,1,5,75,15.5,3.6,8.3,2.9,0.02,0.091,0.215,0.524,0.347,24.0,203.2,102.0582,74,0,2007,1,23,72,15.3,5.7,1.7,4.4,0.035,0.152,0.208,0.537,0.079,28.0,210.82,113.398,0,35,2002,1,7,75,14.5,7.6,2.0,7.1,0.077,0.204,0.192,0.657,0.104,25.0,195.58,97.52228,3,0,2007,1,27,69,12.6,3.6,2.4,3.8,0.023,0.1009999999999999,0.15,0.62,0.109
POR,0.585,2010,25.0,210.82,108.86208,97,0,2006,1,2,81,21.8,8.8,2.1,4.1,0.103,0.171,0.258,0.5489999999999999,0.099,24.0,195.58,99.79024,27,0,0,8,0,82,15.9,3.1,2.0,2.5,0.021,0.095,0.213,0.5820000000000001,0.1009999999999999,28.0,200.66,99.79024,10,0,2001,1,25,71,15.7,8.0,2.4,3.0,0.049,0.206,0.203,0.5479999999999999,0.108,35.0,187.96,90.7184,42,0,1999,1,8,81,12.7,3.7,7.0,4.7,0.044,0.098,0.209,0.529,0.348,22.0,203.2,90.7184,0,1,2008,1,25,80,12.4,4.5,1.5,0.6,0.05,0.131,0.177,0.563,0.08
MEM,0.561,2010,29.0,205.74,117.93392,11,0,2001,1,19,75,20.1,12.2,2.2,4.0,0.144,0.264,0.25,0.552,0.1,24.0,203.2,104.32616,45,0,2006,1,8,54,19.8,6.2,2.8,2.3,0.045,0.14,0.2319999999999999,0.5479999999999999,0.1159999999999999,23.0,185.42,83.91452,15,0,2007,1,4,81,13.7,3.0,6.5,4.9,0.013,0.088,0.195,0.521,0.273,26.0,215.9,120.20188,0,29,2007,2,48,81,11.7,7.0,2.5,1.7,0.071,0.193,0.171,0.58,0.1169999999999999,23.0,193.04,95.25432,146,0,2008,1,3,71,11.3,2.4,2.0,1.5,0.022,0.088,0.213,0.499,0.1159999999999999
NOH,0.561,2010,30.0,205.74,108.86208,12,0,2003,1,18,70,18.9,7.6,2.3,3.3,0.077,0.1889999999999999,0.259,0.5579999999999999,0.126,26.0,182.88,79.3786,62,0,2005,1,4,80,15.9,4.1,9.8,5.2,0.016,0.125,0.21,0.578,0.441,27.0,205.74,112.490816,33,0,2007,2,31,76,11.9,4.6,0.8,-4.5,0.094,0.1119999999999999,0.207,0.555,0.052,25.0,203.2,95.25432,3,0,2004,2,43,75,11.0,5.4,2.2,0.6,0.0279999999999999,0.1669999999999999,0.177,0.487,0.099,25.0,195.58,90.7184,0,50,2007,1,18,80,10.5,1.9,1.2,1.5,0.011,0.086,0.1989999999999999,0.56,0.077
ATL,0.537,2010,30.0,200.66,108.86208,128,0,2001,1,10,72,18.2,4.0,4.7,0.6,0.0279999999999999,0.108,0.264,0.517,0.23,25.0,205.74,108.86208,0,0,2004,1,17,77,16.5,8.5,3.3,1.8,0.061,0.233,0.249,0.54,0.168,25.0,208.28,111.13004,2,8,2007,1,3,77,15.3,9.3,3.5,0.2,0.081,0.233,0.1989999999999999,0.5870000000000001,0.1689999999999999,31.0,195.58,90.7184,18,0,2000,1,8,76,14.2,1.7,3.2,-1.3,0.012,0.057,0.231,0.545,0.178,25.0,205.74,108.86208,4,0,2005,1,2,65,10.4,4.8,1.4,-1.2,0.044,0.156,0.174,0.551,0.076
HOU,0.524,2010,28.0,200.66,83.91452,185,0,2004,1,26,80,23.5,3.2,2.5,2.8,0.012,0.1,0.295,0.601,0.128,31.0,205.74,111.13004,0,23,2002,2,55,74,18.3,8.2,2.5,3.0,0.07,0.217,0.255,0.5379999999999999,0.131,25.0,182.88,92.98636,104,0,2006,1,24,75,13.5,4.1,6.7,5.0,0.04,0.099,0.186,0.55,0.289,30.0,228.6,140.61352,0,19,2002,1,1,5,10.2,5.4,0.8,-14.3,0.081,0.22,0.242,0.579,0.077,23.0,200.66,98.883056,13,0,2009,2,44,78,9.8,3.6,1.6,4.0,0.033,0.147,0.1989999999999999,0.534,0.113
NYK,0.512,2010,27.0,203.2,104.32616,8,0,2003,1,3,77,25.6,7.3,2.9,3.2,0.05,0.184,0.321,0.557,0.149,28.0,208.28,108.86208,0,0,2002,1,9,78,25.3,8.2,2.6,1.2,0.08,0.177,0.309,0.565,0.128,34.0,190.5,95.25432,101,0,1997,1,3,72,16.8,2.6,5.4,2.8,0.013,0.081,0.225,0.617,0.266,25.0,187.96,83.91452,36,0,2009,1,29,81,10.6,3.0,3.0,2.6,0.036,0.104,0.1989999999999999,0.534,0.2019999999999999,23.0,200.66,95.25432,59,0,2010,2,39,82,9.7,6.4,1.9,2.1,0.047,0.186,0.135,0.598,0.087
PHI,0.5,2010,32.0,205.74,115.212368,32,0,1999,1,1,81,15.0,8.3,1.5,1.4,0.0969999999999999,0.181,0.1969999999999999,0.5529999999999999,0.07,27.0,198.12,93.893544,13,0,2004,1,9,67,14.1,5.8,6.3,3.4,0.0289999999999999,0.151,0.192,0.53,0.261,21.0,193.04,81.64656,3,0,2009,1,17,82,14.0,4.0,6.5,2.8,0.027,0.105,0.208,0.525,0.282,24.0,185.42,79.3786,0,0,2005,2,45,75,13.7,2.0,3.4,2.1,0.021,0.077,0.2769999999999999,0.54,0.248,23.0,203.2,99.79024,9,0,2007,1,12,82,12.7,5.3,1.0,4.8,0.084,0.152,0.222,0.5660000000000001,0.067
PHX,0.488,2010,37.0,190.5,80.73937600000001,141,5,1996,1,15,75,14.7,3.5,11.4,4.5,0.019,0.099,0.212,0.601,0.498,34.0,198.12,99.79024,4,0,1998,1,5,73,14.0,3.8,2.0,3.4,0.03,0.123,0.2339999999999999,0.528,0.1159999999999999,38.0,203.2,102.0582,32,0,1994,1,3,80,13.2,4.2,2.5,1.5,0.037,0.122,0.201,0.563,0.126,28.0,210.82,111.13004,13,0,2005,1,8,77,12.7,6.7,1.2,2.3,0.03,0.2019999999999999,0.1689999999999999,0.557,0.0559999999999999,26.0,182.88,73.028312,139,0,2007,1,26,59,10.7,1.3,3.9,-6.5,0.017,0.053,0.257,0.489,0.289
UTA,0.476,2010,26.0,208.28,127.00576,0,0,2004,1,15,82,18.6,9.7,1.8,-3.2,0.094,0.228,0.242,0.528,0.09,26.0,203.2,113.398,16,0,2006,2,47,76,17.3,7.6,2.5,-0.5,0.075,0.188,0.225,0.578,0.121,28.0,190.5,86.18248,54,0,2004,1,5,71,15.2,2.4,7.1,-5.0,0.009,0.0819999999999999,0.247,0.545,0.373,24.0,198.12,105.233344,0,0,2005,2,34,78,12.8,3.3,1.7,0.8,0.032,0.126,0.249,0.507,0.118,30.0,205.74,106.59412,0,34,1999,1,24,64,11.7,5.1,3.0,-1.1,0.06,0.135,0.178,0.5670000000000001,0.145
IND,0.451,2010,28.0,203.2,103.418976,75,0,2005,1,17,79,20.5,5.4,2.6,-0.9,0.036,0.133,0.266,0.5539999999999999,0.128,23.0,182.88,72.57472,3,0,2009,1,21,79,13.2,2.8,5.1,-3.3,0.019,0.085,0.218,0.534,0.28,24.0,218.44,126.098576,6,0,2008,1,17,81,12.7,7.5,2.0,-1.7,0.094,0.205,0.237,0.507,0.123,30.0,205.74,104.32616,32,0,2002,1,3,61,11.2,4.5,1.7,1.6,0.019,0.158,0.1689999999999999,0.593,0.0969999999999999,25.0,205.74,113.398,4,0,2009,1,13,70,11.0,5.2,0.6,-4.9,0.102,0.162,0.2269999999999999,0.529,0.047
GSW,0.439,2010,25.0,190.5,83.91452,0,0,2005,2,40,80,24.1,3.5,5.6,-3.3,0.015,0.086,0.281,0.536,0.2339999999999999,23.0,190.5,83.91452,174,0,2009,1,7,74,18.6,3.9,5.8,-0.6,0.023,0.109,0.242,0.595,0.268,28.0,205.74,108.86208,2,0,2005,1,30,73,16.5,9.8,3.2,-2.3,0.093,0.218,0.212,0.5489999999999999,0.136,25.0,205.74,92.98636,0,0,2004,1,19,82,16.4,5.3,3.0,-2.1,0.031,0.126,0.192,0.539,0.114,24.0,201.0,86.0,219,0,0,8,0,80,9.2,2.7,1.5,-1.7,0.031,0.1169999999999999,0.1889999999999999,0.585,0.118
MIL,0.427,2010,21.0,185.42,76.657048,0,0,2009,1,10,63,16.2,3.7,4.8,-2.1,0.021,0.106,0.25,0.493,0.261,31.0,198.12,93.893544,136,0,2002,1,26,73,14.0,3.6,3.5,-1.5,0.012,0.1119999999999999,0.209,0.51,0.179,26.0,213.36,117.93392,42,47,2005,1,1,65,12.8,11.1,2.0,0.0,0.099,0.262,0.198,0.496,0.103,31.0,198.12,102.0582,32,0,1999,1,13,67,12.0,3.6,1.3,-3.1,0.037,0.165,0.2769999999999999,0.573,0.111,28.0,198.12,104.32616,0,23,2003,1,25,49,11.5,4.1,2.3,-3.9,0.017,0.135,0.177,0.517,0.123
CHA,0.415,2010,33.0,203.2,97.52228,143,0,1997,2,42,67,18.5,4.5,3.6,-4.9,0.027,0.124,0.273,0.52,0.184,23.0,182.88,81.64656,97,0,2008,1,9,82,14.4,2.7,6.1,-4.9,0.017,0.084,0.211,0.541,0.306,29.0,203.2,106.59412,0,1,2003,1,21,82,11.3,5.0,4.1,-3.9,0.045,0.1369999999999999,0.168,0.5579999999999999,0.203,24.0,208.28,102.0582,46,0,2006,1,4,41,10.2,5.5,0.7,-1.3,0.0969999999999999,0.215,0.248,0.536,0.064,23.0,193.04,97.52228,32,0,2009,1,12,68,9.6,3.0,1.5,-2.6,0.035,0.115,0.201,0.509,0.106
LAC,0.39,2010,22.0,208.28,113.851592,69,0,2009,1,1,82,22.5,12.1,3.8,-3.4,0.103,0.2689999999999999,0.273,0.5489999999999999,0.184,22.0,190.5,97.52228,95,0,2008,1,7,56,22.3,2.9,4.4,-1.7,0.025,0.064,0.262,0.5660000000000001,0.1969999999999999,28.0,185.42,88.45044,10,0,2003,2,47,58,14.0,2.6,6.6,-9.8,0.013,0.086,0.246,0.503,0.361,29.0,213.36,120.20188,124,0,2003,1,6,32,12.4,7.0,1.4,-4.7,0.072,0.2239999999999999,0.245,0.495,0.1,27.0,193.04,96.615096,104,0,2006,1,7,63,9.8,1.6,2.7,-6.7,0.01,0.068,0.201,0.516,0.18
DET,0.366,2010,25.0,195.58,92.98636,211,0,2007,1,15,70,15.5,3.1,5.2,-2.6,0.037,0.084,0.243,0.544,0.27,33.0,200.66,87.543256,45,0,1999,1,7,55,14.1,2.3,3.1,-5.2,0.019,0.086,0.26,0.52,0.1989999999999999,31.0,205.74,97.52228,43,0,2002,1,23,78,14.1,4.2,2.8,-3.8,0.036,0.126,0.211,0.511,0.142,28.0,190.5,90.7184,45,0,2004,1,3,82,11.2,2.4,2.1,-3.5,0.022,0.094,0.212,0.5479999999999999,0.129,26.0,210.82,105.233344,45,0,2005,1,7,76,11.1,3.9,0.6,-5.6,0.036,0.188,0.231,0.5529999999999999,0.05
NJN,0.293,2010,23.0,213.36,120.20188,59,0,2008,1,10,82,20.4,6.0,1.6,-7.0,0.078,0.123,0.273,0.5489999999999999,0.087,27.0,190.5,94.800728,61,0,2005,1,3,65,20.1,4.0,10.3,-2.7,0.019,0.107,0.257,0.5660000000000001,0.4479999999999999,25.0,195.58,95.25432,9,0,0,8,0,58,13.2,3.0,1.2,-4.1,0.023,0.088,0.18,0.573,0.063,26.0,205.74,106.59412,25,0,2004,1,14,74,10.0,10.4,1.1,-5.3,0.125,0.322,0.173,0.555,0.069,27.0,200.66,92.98636,0,24,2004,1,27,67,9.8,2.8,2.0,-10.1,0.021,0.118,0.195,0.515,0.134
SAC,0.293,2010,21.0,198.12,99.79024,84,0,2009,1,4,57,17.8,4.8,5.6,-5.5,0.024,0.126,0.255,0.482,0.255,20.0,210.82,122.46984,43,0,2010,1,5,81,14.1,8.6,2.5,-7.5,0.105,0.247,0.272,0.484,0.149,28.0,190.5,92.98636,0,24,2004,1,28,79,13.7,3.4,4.9,-5.6,0.017,0.0969999999999999,0.168,0.5870000000000001,0.2189999999999999,24.0,193.04,92.98636,46,0,2009,2,43,73,12.8,3.5,1.8,-3.7,0.039,0.129,0.245,0.525,0.133,29.0,200.66,88.45044,41,8,2005,1,23,58,9.7,2.3,1.2,-5.6,0.019,0.093,0.172,0.551,0.079
WAS,0.28,2010,26.0,200.66,95.25432,146,0,2007,1,16,64,17.4,2.7,1.2,-8.0,0.0139999999999999,0.086,0.245,0.5379999999999999,0.066,24.0,210.82,117.93392,0,0,2005,2,49,64,16.8,8.2,2.3,-6.9,0.094,0.19,0.256,0.497,0.115,20.0,193.04,88.45044,43,0,2010,1,1,69,16.4,4.6,8.3,-9.0,0.0139999999999999,0.127,0.236,0.494,0.357,22.0,193.04,88.45044,12,0,2010,1,27,42,11.7,2.5,2.8,-10.3,0.032,0.085,0.264,0.456,0.1969999999999999,31.0,208.28,104.32616,0,0,1998,2,32,57,11.7,5.1,1.6,-1.5,0.044,0.136,0.178,0.535,0.0819999999999999
TOR,0.268,2010,25.0,213.36,113.398,0,50,2006,1,1,66,21.4,5.2,1.8,-8.0,0.037,0.141,0.282,0.5329999999999999,0.086,21.0,200.66,99.79024,146,0,2009,1,9,82,17.2,3.8,1.8,-7.7,0.03,0.104,0.2319999999999999,0.53,0.085,28.0,190.5,91.625584,0,35,2003,1,28,58,13.3,1.7,2.1,-5.5,0.012,0.073,0.254,0.539,0.147,26.0,203.2,111.13004,76,12,2005,1,27,39,11.2,4.5,1.0,-4.9,0.042,0.163,0.214,0.502,0.06,29.0,190.5,95.25432,0,29,0,8,0,68,9.8,3.0,8.9,-5.3,0.016,0.1,0.1669999999999999,0.522,0.412
CLE,0.232,2010,35.0,205.74,106.59412,4,0,1998,1,4,56,18.0,6.7,1.7,-10.6,0.05,0.186,0.255,0.516,0.092,22.0,205.74,109.769264,126,0,2008,1,19,80,13.8,8.7,1.1,-11.9,0.107,0.244,0.253,0.503,0.075,25.0,190.5,86.18248,184,0,2007,2,56,81,13.3,3.1,5.2,-11.4,0.024,0.113,0.241,0.5589999999999999,0.351,32.0,190.5,97.52228,3,0,1999,1,3,58,13.1,2.7,6.7,-1.3,0.025,0.087,0.243,0.506,0.3879999999999999,25.0,187.96,90.7184,97,0,2006,2,42,67,11.6,2.6,3.0,-5.4,0.015,0.098,0.198,0.5329999999999999,0.185
MIN,0.207,2010,22.0,208.28,117.93392,3,0,2008,1,5,73,20.2,15.2,2.5,-6.0,0.136,0.336,0.2269999999999999,0.593,0.1159999999999999,22.0,208.28,106.59412,65,0,2008,1,2,73,19.2,5.6,2.2,-5.6,0.054,0.1369999999999999,0.284,0.51,0.118,30.0,187.96,79.3786,139,0,2003,1,14,71,11.8,2.8,5.4,-5.9,0.019,0.083,0.177,0.5670000000000001,0.2739999999999999,24.0,200.66,106.59412,0,0,2005,1,6,46,9.8,3.2,1.2,-11.4,0.036,0.123,0.179,0.575,0.079,23.0,200.66,92.98636,8,0,2010,1,4,79,9.0,3.0,1.9,-6.4,0.027,0.102,0.168,0.491,0.108
CLE,0.744,2009,25.0,203.2,113.398,0,0,2003,1,1,76,29.7,7.3,8.6,10.8,0.03,0.185,0.3329999999999999,0.604,0.3979999999999999,34.0,205.74,106.59412,4,0,1998,1,4,66,18.7,8.4,1.3,0.7,0.064,0.201,0.237,0.529,0.0579999999999999,27.0,185.42,86.18248,10,0,2003,2,47,69,15.8,3.0,5.3,5.3,0.015,0.087,0.221,0.58,0.247,38.0,215.9,147.4174,46,0,1992,1,1,53,12.0,6.7,1.5,3.8,0.094,0.235,0.253,0.565,0.11,26.0,190.5,81.64656,190,0,2004,1,24,60,8.8,2.8,3.3,7.5,0.025,0.106,0.184,0.53,0.21
ORL,0.72,2009,24.0,210.82,120.20188,0,0,2004,1,1,82,18.3,13.2,1.8,11.8,0.123,0.315,0.241,0.63,0.087,33.0,198.12,99.79024,4,0,1998,1,5,75,16.6,3.9,3.1,12.1,0.017,0.123,0.253,0.541,0.177,30.0,208.28,104.32616,0,0,1998,2,32,72,14.1,4.4,1.5,8.7,0.032,0.118,0.196,0.573,0.075,28.0,182.88,86.18248,190,0,2004,1,20,65,12.6,3.0,5.4,10.3,0.017,0.104,0.226,0.54,0.3229999999999999,26.0,193.04,86.18248,32,0,2006,1,11,82,9.6,1.9,1.9,6.1,0.011,0.087,0.182,0.606,0.143
